% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:08 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-2.500028160000e+00, 3.298436e+00, 6.167567e+00
-2.495126144000e+00, 3.298191e+00, 8.020747e+00
-2.490224128000e+00, 3.298321e+00, 1.072619e+01
-2.485322112000e+00, 3.297476e+00, 5.987547e+00
-2.480420096000e+00, 3.298028e+00, 9.561204e+00
-2.475518080000e+00, 3.298180e+00, 4.096935e+00
-2.470616064000e+00, 3.297185e+00, -2.310406e+00
-2.465714048000e+00, 3.298061e+00, 1.795339e+00
-2.460812032000e+00, 3.297832e+00, 2.960647e+00
-2.455910016000e+00, 3.298207e+00, 5.346115e+00
-2.451008000000e+00, 3.298519e+00, 1.086699e+00
-2.446105984000e+00, 3.298298e+00, -5.350779e-01
-2.441203968000e+00, 3.298236e+00, 2.382996e-01
-2.436301952000e+00, 3.298022e+00, 6.208586e+00
-2.431399936000e+00, 3.297117e+00, 5.883027e+00
-2.426497920000e+00, 3.297889e+00, -2.437807e+00
-2.421595904000e+00, 3.297470e+00, -3.130622e+00
-2.416693888000e+00, 7.593839e-01, -1.665929e+01
-2.411791872000e+00, 1.499326e-02, -3.209634e+01
-2.406889856000e+00, 1.509577e-02, -3.199912e+01
-2.401987840000e+00, 1.437113e-02, -3.053276e+01
-2.397085824000e+00, 1.462495e-02, -2.456483e+01
-2.392183808000e+00, 1.597646e-02, -1.899819e+01
-2.387281792000e+00, 1.532466e-02, -2.503441e+01
-2.382379776000e+00, 1.526118e-02, -1.756023e+01
-2.377477760000e+00, 1.496068e-02, -1.684712e+01
-2.372575744000e+00, 1.497798e-02, -2.457225e+01
-2.367673728000e+00, 1.466681e-02, -2.304730e+01
-2.362771712000e+00, 1.502354e-02, -1.965836e+01
-2.357869696000e+00, 1.563360e-02, -2.208919e+01
-2.352967680000e+00, 1.598916e-02, -1.680805e+01
-2.348065664000e+00, 1.614297e-02, -1.558622e+01
-2.343163648000e+00, 1.614659e-02, -1.902622e+01
-2.338261632000e+00, 1.634674e-02, -1.454449e+01
-2.333359616000e+00, 1.632643e-02, -9.783279e+00
-2.328457600000e+00, 1.599719e-02, -1.096198e+01
-2.323555584000e+00, 1.610099e-02, -2.238159e+01
-2.318653568000e+00, 1.241030e+00, -4.875535e+00
-2.313751552000e+00, 3.298106e+00, 1.297094e+01
-2.308849536000e+00, 3.297695e+00, 8.178006e+00
-2.303947520000e+00, 3.297959e+00, 5.231071e+00
-2.299045504000e+00, 3.298052e+00, 6.178250e+00
-2.294143488000e+00, 3.298453e+00, 8.440143e-01
-2.289241472000e+00, 3.298588e+00, 7.280017e+00
-2.284339456000e+00, 3.298820e+00, 1.392410e+01
-2.279437440000e+00, 3.298885e+00, 2.096622e+00
-2.274535424000e+00, 3.297620e+00, 9.396849e-01
-2.269633408000e+00, 3.297671e+00, 4.574611e+00
-2.264731392000e+00, 3.298398e+00, 7.428745e+00
-2.259829376000e+00, 3.299098e+00, 7.644403e+00
-2.254927360000e+00, 3.298863e+00, 5.200656e+00
-2.250025344000e+00, 3.298162e+00, 3.852577e+00
-2.245123328000e+00, 3.298176e+00, 9.992399e-01
-2.240221312000e+00, 3.298235e+00, -6.813344e-01
-2.235319296000e+00, 3.297375e+00, 7.589472e-01
-2.230417280000e+00, 3.296160e+00, -3.064729e+00
-2.225515264000e+00, 3.296606e+00, -2.377216e+00
-2.220613248000e+00, 3.297126e+00, -1.193655e+01
-2.215711232000e+00, 1.072095e-01, -2.973268e+01
-2.210809216000e+00, 1.343218e-02, -2.752588e+01
-2.205907200000e+00, 1.404614e-02, -3.382256e+01
-2.201005184000e+00, 1.505960e-02, -1.692900e+01
-2.196103168000e+00, 1.445207e-02, -2.707722e+01
-2.191201152000e+00, 1.434057e-02, -1.784341e+01
-2.186299136000e+00, 1.420558e-02, -1.984771e+01
-2.181397120000e+00, 1.480380e-02, -2.120611e+01
-2.176495104000e+00, 1.432913e-02, -2.022298e+01
-2.171593088000e+00, 1.505102e-02, -2.410230e+01
-2.166691072000e+00, 1.498856e-02, -1.909048e+01
-2.161789056000e+00, 1.484826e-02, -1.922597e+01
-2.156887040000e+00, 1.462290e-02, -1.696312e+01
-2.151985024000e+00, 1.457845e-02, -8.438628e+00
-2.147083008000e+00, 1.452282e-02, -1.610001e+01
-2.142180992000e+00, 1.610719e-02, -1.948619e+01
-2.137278976000e+00, 1.551387e-02, -1.242610e+01
-2.132376960000e+00, 1.504130e-02, -1.577091e+01
-2.127474944000e+00, 1.473023e-02, -1.860937e+01
-2.122572928000e+00, 1.434826e-02, -1.977456e+01
-2.117670912000e+00, 1.891443e+00, -2.834801e+00
-2.112768896000e+00, 3.296628e+00, 1.341964e+01
-2.107866880000e+00, 3.296480e+00, 3.587888e+00
-2.102964864000e+00, 3.296399e+00, 7.380033e+00
-2.098062848000e+00, 3.296710e+00, 9.446877e+00
-2.093160832000e+00, 3.295905e+00, 6.987504e+00
-2.088258816000e+00, 3.296375e+00, 4.564287e-02
-2.083356800000e+00, 3.295782e+00, 7.976340e+00
-2.078454784000e+00, 3.296233e+00, 3.014582e+00
-2.073552768000e+00, 3.297150e+00, 5.388250e-01
-2.068650752000e+00, 3.297287e+00, -3.294259e-01
-2.063748736000e+00, 3.296114e+00, 6.934527e-01
-2.058846720000e+00, 3.296191e+00, 2.129389e+00
-2.053944704000e+00, 3.296909e+00, 8.786551e-01
-2.049042688000e+00, 3.296365e+00, 1.293666e+00
-2.044140672000e+00, 3.296228e+00, -1.267636e-01
-2.039238656000e+00, 3.296782e+00, 8.837575e-02
-2.034336640000e+00, 3.297164e+00, 2.886503e+00
-2.029434624000e+00, 3.296792e+00, -1.642705e+00
-2.024532608000e+00, 3.296236e+00, -1.452161e+00
-2.019630592000e+00, 2.737821e+00, -2.069635e+00
-2.014728576000e+00, 1.425696e-02, -3.018799e+01
-2.009826560000e+00, 1.467753e-02, -2.422361e+01
-2.004924544000e+00, 1.434789e-02, -2.737344e+01
-2.000022528000e+00, 1.382208e-02, -3.545976e+01
-1.995120512000e+00, 1.438039e-02, -1.550470e+01
-1.990218496000e+00, 1.397005e-02, -1.958493e+01
-1.985316480000e+00, 1.411582e-02, -2.493551e+01
-1.980414464000e+00, 1.379569e-02, -1.490162e+01
-1.975512448000e+00, 1.382698e-02, -1.533210e+01
-1.970610432000e+00, 1.434117e-02, -2.264205e+01
-1.965708416000e+00, 1.387015e-02, -2.029210e+01
-1.960806400000e+00, 1.454610e-02, -1.472351e+01
-1.955904384000e+00, 1.405503e-02, -2.255116e+01
-1.951002368000e+00, 1.403504e-02, -1.742872e+01
-1.946100352000e+00, 1.481051e-02, -1.192965e+01
-1.941198336000e+00, 1.464747e-02, -1.831471e+01
-1.936296320000e+00, 1.447088e-02, -1.709156e+01
-1.931394304000e+00, 1.483822e-02, -1.596783e+01
-1.926492288000e+00, 1.460837e-02, -2.265760e+01
-1.921590272000e+00, 1.529550e-02, -1.575416e+01
-1.916688256000e+00, 2.542888e+00, 2.010359e+00
-1.911786240000e+00, 3.296977e+00, 5.330329e+00
-1.906884224000e+00, 3.297163e+00, 6.010787e+00
-1.901982208000e+00, 3.296500e+00, 3.304065e+00
-1.897080192000e+00, 3.296807e+00, 2.909743e+00
-1.892178176000e+00, 3.297024e+00, 5.748848e+00
-1.887276160000e+00, 3.296717e+00, 6.499305e+00
-1.882374144000e+00, 3.296886e+00, 4.598768e+00
-1.877472128000e+00, 3.297423e+00, 1.312561e+00
-1.872570112000e+00, 3.297269e+00, 5.039730e+00
-1.867668096000e+00, 3.296704e+00, 5.560019e+00
-1.862766080000e+00, 3.296600e+00, 4.281699e+00
-1.857864064000e+00, 3.297521e+00, 5.156488e+00
-1.852962048000e+00, 3.297163e+00, -5.824189e+00
-1.848060032000e+00, 3.296773e+00, -1.554169e+00
-1.843158016000e+00, 3.296691e+00, 3.002982e+00
-1.838256000000e+00, 3.296706e+00, 7.087320e+00
-1.833353984000e+00, 3.296821e+00, 2.192811e+00
-1.828451968000e+00, 3.297081e+00, -1.181652e+00
-1.823549952000e+00, 3.297684e+00, -1.820413e+00
-1.818647936000e+00, 2.088277e+00, -1.960849e+00
-1.813745920000e+00, 1.476852e-02, -2.837766e+01
-1.808843904000e+00, 1.407979e-02, -2.801416e+01
-1.803941888000e+00, 1.457040e-02, -1.986142e+01
-1.799039872000e+00, 1.563503e-02, -2.437799e+01
-1.794137856000e+00, 1.524595e-02, -1.993633e+01
-1.789235840000e+00, 1.470480e-02, -1.408730e+01
-1.784333824000e+00, 1.489253e-02, -3.056210e+01
-1.779431808000e+00, 1.462814e-02, -2.416042e+01
-1.774529792000e+00, 1.501316e-02, -2.832170e+01
-1.769627776000e+00, 1.528315e-02, -1.762500e+01
-1.764725760000e+00, 1.530900e-02, -1.969045e+01
-1.759823744000e+00, 1.453699e-02, -1.735820e+01
-1.754921728000e+00, 1.425032e-02, -1.792593e+01
-1.750019712000e+00, 1.384189e-02, -1.993413e+01
-1.745117696000e+00, 1.382642e-02, -2.681783e+01
-1.740215680000e+00, 1.421572e-02, -1.859953e+01
-1.735313664000e+00, 1.500773e-02, -2.257452e+01
-1.730411648000e+00, 1.493245e-02, -2.135169e+01
-1.725509632000e+00, 1.426961e-02, -1.925108e+01
-1.720607616000e+00, 1.513872e-02, -1.134925e+01
-1.715705600000e+00, 3.193023e+00, 1.050671e+01
-1.710803584000e+00, 3.296570e+00, 1.093627e+01
-1.705901568000e+00, 3.296412e+00, 1.268613e+01
-1.700999552000e+00, 3.296679e+00, 7.956329e+00
-1.696097536000e+00, 3.296730e+00, 8.252748e+00
-1.691195520000e+00, 3.297302e+00, 3.666457e+00
-1.686293504000e+00, 3.296821e+00, 2.083746e+00
-1.681391488000e+00, 3.297013e+00, 2.795974e-01
-1.676489472000e+00, 3.297083e+00, 6.195511e+00
-1.671587456000e+00, 3.296480e+00, 2.158808e+00
-1.666685440000e+00, 3.295876e+00, 1.723865e+00
-1.661783424000e+00, 3.295987e+00, 2.226734e+00
-1.656881408000e+00, 3.296043e+00, 1.156180e+00
-1.651979392000e+00, 3.296134e+00, 5.978617e-01
-1.647077376000e+00, 3.296309e+00, 2.240566e+00
-1.642175360000e+00, 3.296765e+00, 4.589121e+00
-1.637273344000e+00, 3.296469e+00, 2.261136e+00
-1.632371328000e+00, 3.296663e+00, 3.579676e-01
-1.627469312000e+00, 3.296964e+00, -1.867092e+00
-1.622567296000e+00, 3.297416e+00, 3.082588e-01
-1.617665280000e+00, 1.436905e+00, -1.480794e+01
-1.612763264000e+00, 1.491709e-02, -2.346538e+01
-1.607861248000e+00, 1.504955e-02, -2.215959e+01
-1.602959232000e+00, 1.565542e-02, -2.553086e+01
-1.598057216000e+00, 1.480848e-02, -2.108262e+01
-1.593155200000e+00, 1.527563e-02, -3.159507e+01
-1.588253184000e+00, 1.469186e-02, -2.087737e+01
-1.583351168000e+00, 1.555949e-02, -1.728445e+01
-1.578449152000e+00, 1.532219e-02, -2.219092e+01
-1.573547136000e+00, 1.526206e-02, -1.511847e+01
-1.568645120000e+00, 1.517259e-02, -2.009673e+01
-1.563743104000e+00, 1.399500e-02, -1.536363e+01
-1.558841088000e+00, 1.442630e-02, -9.693827e+00
-1.553939072000e+00, 1.485901e-02, -1.308360e+01
-1.549037056000e+00, 1.402827e-02, -1.064631e+01
-1.544135040000e+00, 1.398948e-02, -1.227307e+01
-1.539233024000e+00, 1.354094e-02, -1.541593e+01
-1.534331008000e+00, 1.351250e-02, -1.768025e+01
-1.529428992000e+00, 1.387804e-02, -1.603516e+01
-1.524526976000e+00, 1.446345e-02, -1.330061e+01
-1.519624960000e+00, 5.622505e-01, -7.323109e+00
-1.514722944000e+00, 3.296370e+00, 1.148745e+01
-1.509820928000e+00, 3.297021e+00, 8.614343e+00
-1.504918912000e+00, 3.296269e+00, 7.510344e+00
-1.500016896000e+00, 3.296096e+00, 5.982125e+00
-1.495114880000e+00, 3.296074e+00, 1.011988e+01
-1.490212864000e+00, 3.296616e+00, -1.819775e+00
-1.485310848000e+00, 3.296295e+00, 4.648796e+00
-1.480408832000e+00, 3.296755e+00, 8.435160e+00
-1.475506816000e+00, 3.297834e+00, 1.110696e+00
-1.470604800000e+00, 3.297754e+00, 3.661515e+00
-1.465702784000e+00, 3.296771e+00, 1.299686e+00
-1.460800768000e+00, 3.297012e+00, 6.984793e+00
-1.455898752000e+00, 3.296438e+00, 2.698390e+00
-1.450996736000e+00, 3.295821e+00, 2.563255e+00
-1.446094720000e+00, 3.295491e+00, 4.054402e+00
-1.441192704000e+00, 3.295285e+00, -1.048789e-01
-1.436290688000e+00, 3.294854e+00, 4.272013e+00
-1.431388672000e+00, 3.295207e+00, 9.423558e-02
-1.426486656000e+00, 3.294226e+00, 2.269068e+00
-1.421584640000e+00, 3.295649e+00, 1.100133e+00
-1.416682624000e+00, 7.830266e-01, -1.645527e+01
-1.411780608000e+00, 1.395821e-02, -2.553381e+01
-1.406878592000e+00, 1.369360e-02, -2.696756e+01
-1.401976576000e+00, 1.340655e-02, -2.640577e+01
-1.397074560000e+00, 1.356654e-02, -2.313623e+01
-1.392172544000e+00, 1.334121e-02, -2.526673e+01
-1.387270528000e+00, 1.357214e-02, -1.458905e+01
-1.382368512000e+00, 1.310929e-02, -1.668404e+01
-1.377466496000e+00, 1.347194e-02, -9.502645e+00
-1.372564480000e+00, 1.392016e-02, -1.783464e+01
-1.367662464000e+00, 1.353181e-02, -1.939256e+01
-1.362760448000e+00, 1.394918e-02, -1.552348e+01
-1.357858432000e+00, 1.437318e-02, -2.070177e+01
-1.352956416000e+00, 1.395205e-02, -2.286943e+01
-1.348054400000e+00, 1.408172e-02, -1.292383e+01
-1.343152384000e+00, 1.438129e-02, -1.545184e+01
-1.338250368000e+00, 1.387489e-02, -1.422419e+01
-1.333348352000e+00, 1.418164e-02, -1.518668e+01
-1.328446336000e+00, 1.488848e-02, -1.079488e+01
-1.323544320000e+00, 1.382989e-02, -1.609503e+01
-1.318642304000e+00, 1.213639e+00, -3.699623e+00
-1.313740288000e+00, 3.297135e+00, 1.146282e+01
-1.308838272000e+00, 3.296933e+00, 7.162103e+00
-1.303936256000e+00, 3.297223e+00, 7.530953e+00
-1.299034240000e+00, 3.296221e+00, 4.485717e+00
-1.294132224000e+00, 3.296249e+00, 1.008556e+01
-1.289230208000e+00, 3.296215e+00, 4.730315e+00
-1.284328192000e+00, 3.296325e+00, 2.175032e+00
-1.279426176000e+00, 3.296527e+00, 9.744453e+00
-1.274524160000e+00, 3.296753e+00, 2.987714e+00
-1.269622144000e+00, 3.297556e+00, 9.772755e-01
-1.264720128000e+00, 3.297597e+00, 2.265202e+00
-1.259818112000e+00, 3.296691e+00, 3.091636e+00
-1.254916096000e+00, 3.297282e+00, -5.398614e-01
-1.250014080000e+00, 3.297622e+00, 3.083504e+00
-1.245112064000e+00, 3.297296e+00, 2.188545e+00
-1.240210048000e+00, 3.296915e+00, 3.589921e+00
-1.235308032000e+00, 3.296766e+00, 8.679320e-01
-1.230406016000e+00, 3.297564e+00, -2.699905e-01
-1.225504000000e+00, 3.297523e+00, -4.212338e+00
-1.220601984000e+00, 3.297317e+00, -2.302673e+00
-1.215699968000e+00, 1.330756e-01, -2.376387e+01
-1.210797952000e+00, 1.400369e-02, -3.239986e+01
-1.205895936000e+00, 1.369465e-02, -2.623927e+01
-1.200993920000e+00, 1.450118e-02, -2.479077e+01
-1.196091904000e+00, 1.518791e-02, -2.325103e+01
-1.191189888000e+00, 1.529666e-02, -1.958310e+01
-1.186287872000e+00, 1.473565e-02, -2.196379e+01
-1.181385856000e+00, 1.437374e-02, -2.164006e+01
-1.176483840000e+00, 1.431976e-02, -2.435579e+01
-1.171581824000e+00, 1.472513e-02, -1.708171e+01
-1.166679808000e+00, 1.459609e-02, -2.540438e+01
-1.161777792000e+00, 1.605690e-02, -2.706100e+01
-1.156875776000e+00, 1.442091e-02, -2.176926e+01
-1.151973760000e+00, 1.432253e-02, -1.668576e+01
-1.147071744000e+00, 1.453632e-02, -2.736471e+01
-1.142169728000e+00, 1.444742e-02, -1.143802e+01
-1.137267712000e+00, 1.442677e-02, -1.597979e+01
-1.132365696000e+00, 1.395888e-02, -1.537614e+01
-1.127463680000e+00, 1.352217e-02, -2.248459e+01
-1.122561664000e+00, 1.340455e-02, -2.068598e+01
-1.117659648000e+00, 1.864536e+00, -6.155568e+00
-1.112757632000e+00, 3.296900e+00, 9.168157e+00
-1.107855616000e+00, 3.297359e+00, 7.203002e+00
-1.102953600000e+00, 3.297793e+00, 5.271053e+00
-1.098051584000e+00, 3.296583e+00, 1.039449e+01
-1.093149568000e+00, 3.297175e+00, -5.864211e-01
-1.088247552000e+00, 3.297994e+00, 4.989224e+00
-1.083345536000e+00, 3.298012e+00, 6.770531e+00
-1.078443520000e+00, 3.297990e+00, 9.567063e-04
-1.073541504000e+00, 3.297956e+00, 4.759295e+00
-1.068639488000e+00, 3.298277e+00, 9.419970e-01
-1.063737472000e+00, 3.297705e+00, 2.244274e-01
-1.058835456000e+00, 3.297849e+00, -5.410972e-01
-1.053933440000e+00, 3.297328e+00, -3.183959e+00
-1.049031424000e+00, 3.297632e+00, 2.631939e+00
-1.044129408000e+00, 3.298634e+00, 1.527103e+00
-1.039227392000e+00, 3.298395e+00, 7.542035e-02
-1.034325376000e+00, 3.298456e+00, 5.702767e-01
-1.029423360000e+00, 3.297778e+00, -1.737498e+00
-1.024521344000e+00, 3.298589e+00, -3.582387e+00
-1.019619328000e+00, 2.766390e+00, -1.172743e+01
-1.014717312000e+00, 1.598465e-02, -3.131376e+01
-1.009815296000e+00, 1.743149e-02, -2.515105e+01
-1.004913280000e+00, 1.628468e-02, -2.961261e+01
-1.000011264000e+00, 1.600289e-02, -2.294050e+01
-9.951092480000e-01, 1.604640e-02, -2.566919e+01
-9.902072320000e-01, 1.660729e-02, -1.976181e+01
-9.853052160000e-01, 1.609718e-02, -2.814985e+01
-9.804032000000e-01, 1.598345e-02, -2.141707e+01
-9.755011840000e-01, 1.612553e-02, -1.939009e+01
-9.705991680000e-01, 1.502428e-02, -2.357982e+01
-9.656971520000e-01, 1.565076e-02, -8.660624e+00
-9.607951360000e-01, 1.580433e-02, -1.716491e+01
-9.558931200000e-01, 1.497893e-02, -1.503352e+01
-9.509911040000e-01, 1.499400e-02, -2.018575e+01
-9.460890880000e-01, 1.545507e-02, -1.379435e+01
-9.411870720000e-01, 1.568082e-02, -1.697101e+01
-9.362850560000e-01, 1.571386e-02, -1.479379e+01
-9.313830400000e-01, 1.586648e-02, -8.989133e+00
-9.264810240000e-01, 1.531410e-02, -1.371032e+01
-9.215790080000e-01, 1.619834e-02, -1.210600e+01
-9.166769920000e-01, 2.518107e+00, 3.311599e+00
-9.117749760000e-01, 3.298705e+00, 6.353567e+00
-9.068729600000e-01, 3.299607e+00, 4.782416e+00
-9.019709440000e-01, 3.299349e+00, 2.915563e+00
-8.970689280000e-01, 3.299602e+00, 7.604580e+00
-8.921669120000e-01, 3.298458e+00, 3.795892e+00
-8.872648960000e-01, 3.298189e+00, 4.547624e+00
-8.823628800000e-01, 3.298135e+00, 6.549253e+00
-8.774608640000e-01, 3.298095e+00, 5.806809e-01
-8.725588480000e-01, 3.298250e+00, 7.052122e-01
-8.676568320000e-01, 3.298400e+00, -3.072223e+00
-8.627548160000e-01, 3.298183e+00, 1.285335e+00
-8.578528000000e-01, 3.298875e+00, -3.584898e+00
-8.529507840000e-01, 3.299285e+00, -8.553353e-01
-8.480487680000e-01, 3.298545e+00, -7.868033e+00
-8.431467520000e-01, 3.297729e+00, 4.904316e-01
-8.382447360000e-01, 3.298572e+00, -1.346724e+00
-8.333427200000e-01, 3.298164e+00, -5.270296e+00
-8.284407040000e-01, 3.298830e+00, -3.418790e+00
-8.235386880000e-01, 3.299049e+00, 1.056403e+00
-8.186366720000e-01, 2.114638e+00, -1.439038e+01
-8.137346560000e-01, 1.614747e-02, -2.691753e+01
-8.088326400000e-01, 1.671699e-02, -2.439007e+01
-8.039306240000e-01, 1.658530e-02, -2.661378e+01
-7.990286080000e-01, 1.673050e-02, -2.128931e+01
-7.941265920000e-01, 1.652678e-02, -2.078237e+01
-7.892245760000e-01, 1.588647e-02, -2.274968e+01
-7.843225600000e-01, 1.594132e-02, -2.223736e+01
-7.794205440000e-01, 1.668016e-02, -2.529348e+01
-7.745185280000e-01, 1.628615e-02, -2.289299e+01
-7.696165120000e-01, 1.570214e-02, -2.125263e+01
-7.647144960000e-01, 1.604560e-02, -2.089626e+01
-7.598124800000e-01, 1.674483e-02, -1.383417e+01
-7.549104640000e-01, 1.718936e-02, -1.909530e+01
-7.500084480000e-01, 1.545127e-02, -1.971728e+01
-7.451064320000e-01, 1.554652e-02, -1.292630e+01
-7.402044160000e-01, 1.606958e-02, -2.122090e+01
-7.353024000000e-01, 1.587036e-02, -1.276521e+01
-7.304003840000e-01, 1.544032e-02, -1.158113e+01
-7.254983680000e-01, 1.541890e-02, -1.690145e+01
-7.205963520000e-01, 1.483019e-02, -1.141741e+01
-7.156943360000e-01, 3.168224e+00, 1.057432e+01
-7.107923200000e-01, 3.297547e+00, 7.879912e+00
-7.058903040000e-01, 3.297973e+00, 9.994113e+00
-7.009882880000e-01, 3.298351e+00, 8.004483e+00
-6.960862720000e-01, 3.298265e+00, 1.327869e+01
-6.911842560000e-01, 3.298811e+00, 1.255621e+01
-6.862822400000e-01, 3.299215e+00, 2.220236e+00
-6.813802240000e-01, 3.298561e+00, 7.448278e+00
-6.764782080000e-01, 3.298669e+00, 4.746340e+00
-6.715761920000e-01, 3.298894e+00, 3.713137e+00
-6.666741760000e-01, 3.298014e+00, 3.829456e+00
-6.617721600000e-01, 3.297777e+00, -2.969497e+00
-6.568701440000e-01, 3.298220e+00, 4.599286e+00
-6.519681280000e-01, 3.298502e+00, -5.183873e+00
-6.470661120000e-01, 3.298324e+00, -4.359232e+00
-6.421640960000e-01, 3.298471e+00, -1.853459e+00
-6.372620800000e-01, 3.298523e+00, -1.646531e+00
-6.323600640000e-01, 3.298550e+00, 3.311001e-01
-6.274580480000e-01, 3.298407e+00, -2.275008e+00
-6.225560320000e-01, 3.298223e+00, 4.948205e+00
-6.176540160000e-01, 1.463843e+00, -1.921333e+01
-6.127520000000e-01, 1.618267e-02, -2.373317e+01
-6.078499840000e-01, 1.636947e-02, -2.778965e+01
-6.029479680000e-01, 1.587704e-02, -2.508938e+01
-5.980459520000e-01, 1.582580e-02, -2.049819e+01
-5.931439360000e-01, 1.572162e-02, -2.837248e+01
-5.882419200000e-01, 1.644008e-02, -1.975463e+01
-5.833399040000e-01, 1.604251e-02, -2.255926e+01
-5.784378880000e-01, 1.617834e-02, -1.660073e+01
-5.735358720000e-01, 1.570800e-02, -2.803779e+01
-5.686338560000e-01, 1.599529e-02, -1.906261e+01
-5.637318400000e-01, 1.646659e-02, -2.654697e+01
-5.588298240000e-01, 1.595013e-02, -1.410807e+01
-5.539278080000e-01, 1.653171e-02, -1.468433e+01
-5.490257920000e-01, 1.675540e-02, -1.049858e+01
-5.441237760000e-01, 1.627557e-02, -1.617846e+01
-5.392217600000e-01, 1.570021e-02, -1.410038e+01
-5.343197440000e-01, 1.602800e-02, -1.171200e+01
-5.294177280000e-01, 1.635729e-02, -1.580535e+01
-5.245157120000e-01, 1.694407e-02, -9.701919e+00
-5.196136960000e-01, 5.387429e-01, -1.370430e+01
-5.147116800000e-01, 3.300135e+00, 1.004785e+01
-5.098096640000e-01, 3.300080e+00, 8.312343e+00
-5.049076480000e-01, 3.299165e+00, 5.519079e+00
-5.000056320000e-01, 3.300047e+00, 4.880598e+00
-4.951036160000e-01, 3.299720e+00, 5.084615e+00
-4.902016000000e-01, 3.300185e+00, 1.914170e+00
-4.852995840000e-01, 3.299671e+00, 3.578959e+00
-4.803975680000e-01, 3.298985e+00, -1.289481e+00
-4.754955520000e-01, 3.298447e+00, 3.245228e-01
-4.705935360000e-01, 3.299233e+00, -1.014029e+00
-4.656915200000e-01, 3.299069e+00, -9.014964e-01
-4.607895040000e-01, 3.299726e+00, -3.356086e+00
-4.558874880000e-01, 3.299267e+00, 2.368845e+00
-4.509854720000e-01, 3.299060e+00, -1.005498e+00
-4.460834560000e-01, 3.299498e+00, -4.215368e+00
-4.411814400000e-01, 3.299815e+00, 3.269185e+00
-4.362794240000e-01, 3.299258e+00, 1.930394e+00
-4.313774080000e-01, 3.299077e+00, -4.280504e+00
-4.264753920000e-01, 3.299667e+00, -3.263724e+00
-4.215733760000e-01, 3.299325e+00, 1.970576e+00
-4.166713600000e-01, 8.127871e-01, -2.376602e+01
-4.117693440000e-01, 1.644704e-02, -2.050154e+01
-4.068673280000e-01, 1.633196e-02, -2.360207e+01
-4.019653120000e-01, 1.689241e-02, -2.285097e+01
-3.970632960000e-01, 1.709782e-02, -2.276220e+01
-3.921612800000e-01, 1.757908e-02, -2.975345e+01
-3.872592640000e-01, 1.796673e-02, -1.620669e+01
-3.823572480000e-01, 1.713794e-02, -1.945574e+01
-3.774552320000e-01, 1.840045e-02, -2.243333e+01
-3.725532160000e-01, 1.857358e-02, -1.664071e+01
-3.676512000000e-01, 1.835409e-02, -1.381974e+01
-3.627491840000e-01, 1.828918e-02, -2.163639e+01
-3.578471680000e-01, 1.867343e-02, -1.510125e+01
-3.529451520000e-01, 1.905231e-02, -2.145290e+01
-3.480431360000e-01, 1.833205e-02, -1.561999e+01
-3.431411200000e-01, 1.783650e-02, -1.755624e+01
-3.382391040000e-01, 1.755566e-02, -1.490337e+01
-3.333370880000e-01, 1.747187e-02, -1.259608e+01
-3.284350720000e-01, 1.835441e-02, -1.631045e+01
-3.235330560000e-01, 1.743404e-02, -1.715749e+01
-3.186310400000e-01, 1.189527e+00, -1.162231e+01
-3.137290240000e-01, 3.299366e+00, 1.561078e+01
-3.088270080000e-01, 3.299466e+00, 1.355673e+01
-3.039249920000e-01, 3.298708e+00, 9.993475e+00
-2.990229760000e-01, 3.298918e+00, 2.943227e+00
-2.941209600000e-01, 3.298975e+00, 1.389640e+01
-2.892189440000e-01, 3.298052e+00, 3.094945e+00
-2.843169280000e-01, 3.298420e+00, 7.249721e+00
-2.794149120000e-01, 3.298633e+00, 8.388959e+00
-2.745128960000e-01, 3.299443e+00, 3.725175e-01
-2.696108800000e-01, 3.299794e+00, 9.716150e-01
-2.647088640000e-01, 3.299333e+00, -5.542798e+00
-2.598068480000e-01, 3.299750e+00, 6.105780e-01
-2.549048320000e-01, 3.299412e+00, -4.972083e-01
-2.500028160000e-01, 3.299196e+00, 5.208867e-01
-2.451008000000e-01, 3.299643e+00, 5.723416e+00
-2.401987840000e-01, 3.299367e+00, 1.709036e+00
-2.352967680000e-01, 3.299504e+00, 4.451674e+00
-2.303947520000e-01, 3.299474e+00, -4.800394e+00
-2.254927360000e-01, 3.299847e+00, -4.300594e+00
-2.205907200000e-01, 3.299441e+00, -4.364654e+00
-2.156887040000e-01, 1.624230e-01, -1.911750e+01
-2.107866880000e-01, 1.756688e-02, -2.255088e+01
-2.058846720000e-01, 1.676365e-02, -1.185909e+01
