% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:09 -0500
% Time (s), Channel A (V), Channel B (V)
3.4314112000e-01, 3.2998224767e+00, 1.1485259713e-04
3.4349126400e-01, 3.3004335729e+00, 3.6118853674e-04
3.4384140800e-01, 3.2998654488e+00, -4.3424103900e-04
3.4419155200e-01, 3.2993528534e+00, -5.1466018014e-04
3.4454169600e-01, 3.3004949616e+00, 2.5788816877e-04
3.4489184000e-01, 3.3007098219e+00, 1.5613367881e-03
3.4524198400e-01, 3.3003501401e+00, 1.1697329620e-04
3.4559212800e-01, 3.3010954543e+00, 1.2580768207e-03
3.4594227200e-01, 3.3007011717e+00, 1.4174640984e-03
3.4629241600e-01, 3.2999039562e+00, 1.6640232695e-03
3.4664256000e-01, 3.3004444554e+00, 1.1715188139e-03
3.4699270400e-01, 3.3010226250e+00, 4.4356095334e-04
3.4734284800e-01, 3.3010496918e+00, 1.5218806238e-04
3.4769299200e-01, 3.3000925868e+00, -1.1509815176e-03
3.4804313600e-01, 3.2997521588e+00, -1.3334174457e-03
3.4839328000e-01, 3.2998009907e+00, -3.9830077051e-04
3.4874342400e-01, 3.3000222689e+00, -3.4701333768e-04
3.4909356800e-01, 3.2991884992e+00, -3.1944424974e-04
3.4944371200e-01, 3.3002326646e+00, -3.3853054139e-04
3.4979385600e-01, 3.2984816925e+00, -7.3214345079e-04
3.5014400000e-01, 3.2988131913e+00, 1.3114849526e-04
3.5049414400e-01, 3.3001146309e+00, 1.3127127258e-03
3.5084428800e-01, 3.2985506152e+00, 8.1976180720e-04
3.5119443200e-01, 3.2996065002e+00, 3.0314835161e-04
3.5154457600e-01, 3.2991212508e+00, -5.6070167316e-04
3.5189472000e-01, 3.2973822774e+00, -8.3840163589e-04
3.5224486400e-01, 3.2980129064e+00, -1.7177662486e-04
3.5259500800e-01, 3.2985489410e+00, -1.2483662513e-03
3.5294515200e-01, 3.2981345675e+00, -1.3366543022e-03
3.5329529600e-01, 3.2989901022e+00, -1.2301170777e-03
3.5364544000e-01, 3.2995174867e+00, -8.5257683495e-04
3.5399558400e-01, 3.2994167534e+00, 5.5032140927e-04
3.5434572800e-01, 3.2993433661e+00, -7.5307140217e-04
3.5469587200e-01, 3.2988977402e+00, -6.9642641379e-04
3.5504601600e-01, 3.2990841385e+00, -3.9796592329e-04
3.5539616000e-01, 3.2998221976e+00, 6.1918832126e-04
3.5574630400e-01, 3.2991072988e+00, -1.7300439801e-05
3.5609644800e-01, 3.2993355530e+00, 6.0942194395e-04
3.5644659200e-01, 3.2998989335e+00, 6.2560622634e-04
3.5679673600e-01, 3.2998565195e+00, 2.8629437477e-05
3.5714688000e-01, 3.3001070968e+00, 1.1230775824e-03
3.5749702400e-01, 3.3005937415e+00, -4.8485877738e-04
3.5784716800e-01, 3.3009386342e+00, 9.7607965198e-05
3.5819731200e-01, 3.3001642999e+00, -2.3199331694e-04
3.5854745600e-01, 3.2992448652e+00, 1.2043338416e-04
3.5889760000e-01, 3.2987850083e+00, 2.0838658779e-04
3.5924774400e-01, 3.2994114517e+00, 8.0915831184e-04
3.5959788800e-01, 3.2990858128e+00, 3.3339621732e-04
3.5994803200e-01, 3.2988455599e+00, -7.7757105724e-04
3.6029817600e-01, 3.2998068505e+00, -1.1423312977e-03
3.6064832000e-01, 3.3007686992e+00, -4.9462515469e-04
3.6099846400e-01, 3.2993375063e+00, 3.6989456451e-04
3.6134860800e-01, 3.3001785309e+00, -3.8334426126e-04
3.6169875200e-01, 3.3001366750e+00, 1.3505504619e-05
3.6204889600e-01, 3.3001112824e+00, -1.4482142349e-04
3.6239904000e-01, 3.2992844888e+00, 2.8763376366e-04
3.6274918400e-01, 3.2991756634e+00, 2.7736511552e-05
3.6309932800e-01, 3.2989130874e+00, -4.8017091628e-04
3.6344947200e-01, 3.2982235811e+00, -1.1846894713e-03
3.6379961600e-01, 3.2970460350e+00, -1.1138134759e-03
3.6414976000e-01, 3.2975831857e+00, -1.7445540264e-04
3.6449990400e-01, 3.2984317445e+00, -3.1364023123e-04
3.6485004800e-01, 3.2989312249e+00, -1.0915461357e-03
3.6520019200e-01, 3.2977944186e+00, -1.1854149736e-03
3.6555033600e-01, 3.2983929580e+00, -1.5818740844e-03
3.6590048000e-01, 3.2988745800e+00, -8.3192792293e-04
3.6625062400e-01, 3.2989264813e+00, -1.1637057120e-03
3.6660076800e-01, 3.2989906603e+00, -1.7428797902e-04
3.6695091200e-01, 3.2994814906e+00, -5.3408131901e-04
3.6730105600e-01, 3.2986067022e+00, -5.0288471950e-04
3.6765120000e-01, 3.2977857683e+00, -2.7061236321e-04
3.6800134400e-01, 3.2982774357e+00, 4.1967518484e-04
3.6835148800e-01, 3.2985880065e+00, 1.0637538163e-03
3.6870163200e-01, 3.2979141264e+00, -1.5843854385e-04
3.6905177600e-01, 3.2994605626e+00, -1.0046532816e-03
3.6940192000e-01, 3.2993868962e+00, -5.2788664540e-04
3.6975206400e-01, 3.2986789734e+00, -4.6521440703e-04
3.7010220800e-01, 3.2996081745e+00, -4.9200218479e-04
3.7045235200e-01, 3.2996860264e+00, 3.8122356219e-04
3.7080249600e-01, 3.2999589269e+00, 7.7907786974e-05
3.7115264000e-01, 3.3000099911e+00, -1.5821531237e-04
3.7150278400e-01, 3.2996229635e+00, 8.8862871918e-04
3.7185292800e-01, 3.2991586420e+00, 1.1903818740e-03
3.7220307200e-01, 3.2990146577e+00, 7.4336083273e-04
3.7255321600e-01, 3.2994279150e+00, 3.2156494881e-04
3.7290336000e-01, 3.2989906603e+00, 7.2215384201e-05
3.7325350400e-01, 3.2996676098e+00, -1.4448657627e-04
3.7360364800e-01, 3.2989250861e+00, 2.5894851831e-04
3.7395379200e-01, 3.2992373311e+00, 2.0983759242e-05
3.7430393600e-01, 3.2997354164e+00, -9.1558392055e-04
3.7465408000e-01, 3.2993389015e+00, -1.0745247352e-03
3.7500422400e-01, 3.2988204463e+00, -4.9272768710e-04
3.7535436800e-01, 3.2993715491e+00, 1.6569356699e-04
3.7570451200e-01, 3.2994195438e+00, -7.0490921008e-04
3.7605465600e-01, 3.2995202771e+00, -1.0418213232e-03
3.7640480000e-01, 3.2997409972e+00, -1.0413190524e-03
3.7675494400e-01, 3.2998400562e+00, -4.7046034684e-04
3.7710508800e-01, 3.2999633916e+00, 3.8674854135e-05
3.7745523200e-01, 3.3002290370e+00, -9.9226393438e-05
3.7780537600e-01, 3.2994502382e+00, -8.3064434192e-04
3.7815552000e-01, 3.2992780709e+00, -7.0418370776e-04
3.7850566400e-01, 3.3000378951e+00, 1.1808945361e-04
3.7885580800e-01, 3.2999639496e+00, -1.5463802788e-03
3.7920595200e-01, 3.2999974344e+00, -8.9259107798e-04
3.7955609600e-01, 3.3010382512e+00, -7.7684555492e-05
3.7990624000e-01, 3.2997892710e+00, 7.5932188364e-04
3.8025638400e-01, 3.3001670903e+00, 1.1096278857e-03
3.8060652800e-01, 3.2986122829e+00, 4.6744672184e-04
3.8095667200e-01, 3.2991338075e+00, 2.1820877297e-04
3.8130681600e-01, 3.2997767142e+00, -4.2693020799e-05
3.8165696000e-01, 3.2994756308e+00, 3.8144679367e-04
3.8200710400e-01, 3.2999424636e+00, 8.7841587892e-05
3.8235724800e-01, 3.2994711661e+00, -1.2768840730e-04
3.8270739200e-01, 3.2997421134e+00, 4.0483029134e-04
3.8305753600e-01, 3.2998609841e+00, 2.5013087480e-04
3.8340768000e-01, 3.2995819448e+00, -4.8815144173e-04
3.8375782400e-01, 3.2990213547e+00, -1.1383689389e-03
3.8410796800e-01, 3.2991086940e+00, -1.2101936680e-03
3.8445811200e-01, 9.5348478022e-01, -2.3829402550e-03
3.8480825600e-01, 1.7478188980e-02, -2.1715400422e-03
3.8515840000e-01, 1.7592874161e-02, -3.2226812798e-03
3.8550854400e-01, 1.8098493499e-02, -3.7542512446e-03
3.8585868800e-01, 1.7633334870e-02, -3.8073245293e-03
3.8620883200e-01, 1.8274288301e-02, -3.9439980037e-03
3.8655897600e-01, 1.8233548553e-02, -3.6830404021e-03
3.8690912000e-01, 1.7958136696e-02, -2.4494074286e-03
3.8725926400e-01, 1.9193443984e-02, -1.4906840243e-03
3.8760940800e-01, 1.9426162818e-02, -3.3223541362e-03
3.8795955200e-01, 1.8219317545e-02, -1.7338389153e-03
3.8830969600e-01, 1.7201940005e-02, -1.9002021767e-03
3.8865984000e-01, 1.6852303675e-02, -1.6662555843e-03
3.8900998400e-01, 1.7362108603e-02, -1.8895986813e-03
3.8936012800e-01, 1.8042127546e-02, -2.1761162876e-03
3.8971027200e-01, 1.7031725989e-02, -3.2803308098e-03
3.9006041600e-01, 1.6978987549e-02, -4.0204547861e-03
3.9041056000e-01, 1.7672121342e-02, -3.5480411638e-03
3.9076070400e-01, 1.7157572745e-02, -2.1792415283e-03
3.9111084800e-01, 1.7217287170e-02, -1.5799766168e-03
3.9146099200e-01, 1.7626916964e-02, -1.8360231258e-03
3.9181113600e-01, 1.8073658995e-02, -2.7695213727e-03
3.9216128000e-01, 1.7683003878e-02, -3.9860771380e-03
3.9251142400e-01, 1.8181368191e-02, -4.4828787996e-03
3.9286156800e-01, 1.7695281610e-02, -3.5150587124e-03
3.9321171200e-01, 1.7578643153e-02, -3.6978294877e-03
3.9356185600e-01, 1.7241284556e-02, -3.8345587700e-03
3.9391200000e-01, 1.7619940980e-02, -3.5186862240e-03
3.9426214400e-01, 1.6372076920e-02, -3.2894833006e-03
3.9461228800e-01, 1.7030330793e-02, -2.4809946832e-03
3.9496243200e-01, 1.7592316082e-02, -3.7918657492e-03
3.9531257600e-01, 1.7232913375e-02, -2.9621701411e-03
3.9566272000e-01, 1.7224263154e-02, -3.7303096683e-03
3.9601286400e-01, 1.7627754082e-02, -4.5117314686e-03
3.9636300800e-01, 1.7200265768e-02, -3.2058831108e-03
3.9671315200e-01, 1.7883912223e-02, -3.7248963048e-03
3.9706329600e-01, 1.8303866474e-02, -3.5045110249e-03
3.9741344000e-01, 1.7658727452e-02, -2.6648816159e-03
3.9776358400e-01, 1.7059350887e-02, -2.1393947089e-03
3.9811372800e-01, 1.7979064648e-02, -2.5015319794e-03
3.9846387200e-01, 1.7527299909e-02, -3.2689460043e-03
3.9881401600e-01, 1.7700025279e-02, -1.9123124846e-03
3.9916416000e-01, 1.7219519485e-02, -1.7873028550e-03
3.9951430400e-01, 1.7300998981e-02, -1.9816258595e-03
3.9986444800e-01, 1.7415684162e-02, -2.8815835764e-03
4.0021459200e-01, 1.7292069721e-02, -2.6886557686e-03
4.0056473600e-01, 1.8081193058e-02, -3.2065528053e-03
4.0091488000e-01, 1.9297246629e-02, -2.5251387086e-03
4.0126502400e-01, 1.8483288789e-02, -2.1671312205e-03
4.0161516800e-01, 1.8301355120e-02, -2.0958645701e-03
4.0196531200e-01, 1.8081472097e-02, -1.9734779104e-03
4.0231545600e-01, 1.8835436473e-02, -2.2391233732e-03
4.0266560000e-01, 1.8442828080e-02, -1.8724656651e-03
4.0301574400e-01, 1.9394352330e-02, -2.8385557083e-03
4.0336588800e-01, 2.0404195808e-02, -3.0202661341e-03
4.0371603200e-01, 1.9193443984e-02, -4.3347647118e-03
4.0406617600e-01, 1.9175585464e-02, -4.1338563786e-03
4.0441632000e-01, 1.9288596409e-02, -4.0763742721e-03
4.0476646400e-01, 1.9387655385e-02, -3.8274153626e-03
4.0511660800e-01, 1.9438440550e-02, -4.0562834388e-03
4.0546675200e-01, 1.9439556708e-02, -3.1476196942e-03
4.0581689600e-01, 2.0152502297e-02, -2.2890714171e-03
4.0616704000e-01, 2.0011866454e-02, -1.4198080289e-03
4.0651718400e-01, 1.9327103842e-02, -7.1590336053e-04
4.0686732800e-01, 1.9444300377e-02, -1.6654184662e-03
4.0721747200e-01, 1.7962322286e-02, -1.2744843346e-03
4.0756761600e-01, 1.8042685625e-02, -2.2434763871e-03
4.0791776000e-01, 1.8519563907e-02, -2.2675853870e-03
4.0826790400e-01, 1.9170562756e-02, -2.2118891325e-03
4.0861804800e-01, 1.9260971511e-02, -1.4229890775e-03
4.0896819200e-01, 1.8028733656e-02, -1.2468594388e-03
4.0931833600e-01, 1.9723060707e-02, -7.0334658971e-04
4.0966848000e-01, 1.9260971511e-02, -1.0815007190e-03
4.1001862400e-01, 1.8313074774e-02, -1.0250789621e-03
4.1036876800e-01, 1.9430906487e-02, -1.2875433763e-03
4.1071891200e-01, 1.8890965308e-02, -1.2870411054e-03
4.1106905600e-01, 1.8765118552e-02, -2.6831307895e-03
4.1141920000e-01, 1.9272412126e-02, -1.7424333273e-03
4.1176934400e-01, 1.8887895875e-02, -1.9992611465e-03
4.1211948800e-01, 1.8724657843e-02, -3.0253446503e-03
4.1246963200e-01, 1.8390368679e-02, -2.6209050141e-03
4.1281977600e-01, 1.8077844585e-02, -2.4549324077e-03
4.1316992000e-01, 1.8497519797e-02, -2.9667463865e-03
4.1352006400e-01, 1.7949765515e-02, -3.7035218905e-03
4.1387020800e-01, 1.7898980349e-02, -3.3007006825e-03
4.1422035200e-01, 1.7664029200e-02, -2.9428048101e-03
4.1457049600e-01, 1.6907832509e-02, -2.0431819405e-03
4.1492064000e-01, 1.6370960763e-02, -2.8613253194e-03
4.1527078400e-01, 1.7166502005e-02, -3.0227216804e-03
4.1562092800e-01, 1.6337476038e-02, -2.2376165607e-03
4.1597107200e-01, 1.6185399582e-02, -1.3163960452e-03
4.1632121600e-01, 1.7015541706e-02, -9.8746445753e-04
4.1667136000e-01, 1.7412335689e-02, -3.0867333077e-04
4.1702150400e-01, 1.6018534039e-02, -1.6879648458e-03
4.1737164800e-01, 1.7098974477e-02, -1.4566970312e-03
4.1772179200e-01, 1.7130226887e-02, -1.8042684476e-03
4.1807193600e-01, 1.7374386335e-02, -1.2651644203e-03
4.1842208000e-01, 1.7394756209e-02, -2.8158419051e-03
4.1877222400e-01, 1.7820570287e-02, -3.1965631965e-03
4.1912236800e-01, 1.7898980349e-02, -2.1231546186e-03
4.1947251200e-01, 1.8938960079e-02, -2.7977601551e-03
4.1982265600e-01, 1.7708117421e-02, -1.7990225078e-03
4.2017280000e-01, 1.7715651484e-02, -2.0160593155e-03
4.2052294400e-01, 1.8900173607e-02, -2.1453661510e-03
4.2087308800e-01, 1.6746547754e-02, -3.4200179093e-03
4.2122323200e-01, 1.7232076257e-02, -3.3082905529e-03
4.2157337600e-01, 1.6496249440e-02, -1.9250924869e-03
4.2192352000e-01, 1.6299805723e-02, -2.2185860769e-03
4.2227366400e-01, 1.6634373927e-02, -1.3123778786e-03
4.2262380800e-01, 1.6775288809e-02, -1.9481411373e-03
4.2297395200e-01, 1.7707559342e-02, -7.7048345771e-04
4.2332409600e-01, 1.7634451027e-02, -6.3464710134e-04
4.2367424000e-01, 1.8309447262e-02, -8.3962940904e-04
4.2402438400e-01, 1.7828104350e-02, -1.2300054620e-03
4.2437452800e-01, 1.8092075593e-02, -1.8322281906e-03
4.2472467200e-01, 1.8372789199e-02, -2.6575149770e-03
4.2507481600e-01, 1.8670524206e-02, -2.9736665624e-03
4.2542496000e-01, 1.8007247625e-02, -2.4311024471e-03
4.2577510400e-01, 1.7852938853e-02, -2.2847742111e-03
4.2612524800e-01, 1.8273172144e-02, -1.4016146632e-03
4.2647539200e-01, 1.7696676807e-02, -1.9692923202e-03
4.2682553600e-01, 1.6585262998e-02, -1.8150393666e-03
4.2717568000e-01, 1.8387299246e-02, -2.8210878449e-03
4.2752582400e-01, 1.8283217561e-02, -1.9047784221e-03
4.2787596800e-01, 1.7544321311e-02, -6.0345050182e-04
4.2822611200e-01, 1.7564133106e-02, -3.9807753903e-04
4.2857625600e-01, 1.7045956997e-02, -2.1215919983e-03
4.2892640000e-01, 1.8558350379e-02, -2.7114811876e-03
4.2927654400e-01, 1.7835080334e-02, -3.2881997195e-03
4.2962668800e-01, 1.7083348273e-02, -2.9804751226e-03
4.2997683200e-01, 1.8101562932e-02, -1.7708395333e-03
4.3032697600e-01, 1.6548987880e-02, -2.3826054078e-03
4.3067712000e-01, 1.6789519817e-02, -2.0495998456e-03
4.3102726400e-01, 1.6725898841e-02, -1.7529252069e-03
4.3137740800e-01, 1.6509922369e-02, -1.7651471305e-03
4.3172755200e-01, 1.7158409863e-02, -1.1188361843e-03
4.3207769600e-01, 1.7770622240e-02, -3.4109770343e-04
4.3242784000e-01, 1.7223146997e-02, -8.3198373081e-04
4.3277798400e-01, 1.6502946384e-02, -2.9559754675e-03
4.3312812800e-01, 1.7778435342e-02, -3.6273999554e-03
4.3347827200e-01, 1.7081953076e-02, -2.8715939676e-03
4.3382841600e-01, 1.7689700822e-02, -2.8142234769e-03
4.3417856000e-01, 1.7619661941e-02, -2.2137866001e-03
4.3452870400e-01, 1.7786248444e-02, -2.2775749958e-03
4.3487884800e-01, 1.8003341074e-02, -1.7133574268e-03
4.3522899200e-01, 1.7182965328e-02, -1.4011682002e-03
4.3557913600e-01, 1.7449168886e-02, -7.3320380033e-04
4.3592928000e-01, 1.8638992757e-02, -4.5634095565e-04
4.3627942400e-01, 1.7574178523e-02, -1.3807983276e-03
4.3662956800e-01, 1.8217643309e-02, -1.7828940333e-03
4.3697971200e-01, 1.8867246961e-02, -6.5311950641e-04
4.3732985600e-01, 1.8451478301e-02, -6.9960746239e-04
4.3768000000e-01, 1.8866688882e-02, -3.4868757379e-04
4.3803014400e-01, 1.7629149279e-02, -1.8626434800e-03
4.3838028800e-01, 1.7235982808e-02, -2.2837138616e-03
4.3873043200e-01, 1.7179895895e-02, -1.1687284203e-03
4.3908057600e-01, 1.7160084099e-02, -1.2637692235e-03
4.3943072000e-01, 1.8147604428e-02, -9.5219388349e-04
4.3978086400e-01, 1.7665982476e-02, -1.6035275380e-03
4.4013100800e-01, 1.8431945545e-02, -1.2379859874e-03
4.4048115200e-01, 1.8580952568e-02, -1.4772901354e-03
4.4083129600e-01, 1.7659843610e-02, -1.4856613159e-03
4.4118144000e-01, 1.6307060747e-02, -2.5093450813e-03
4.4153158400e-01, 1.6717248620e-02, -1.7205566421e-03
4.4188172800e-01, 1.6732595785e-02, -1.5527981839e-03
4.4223187200e-01, 1.7617708665e-02, -2.2945405884e-03
4.4258201600e-01, 1.6867371801e-02, -4.6928838156e-04
4.4293216000e-01, 1.7849032302e-02, -1.1581249250e-03
4.4328230400e-01, 1.6860116777e-02, -4.2352592790e-04
4.4363244800e-01, 1.7910979042e-02, -1.6038065774e-03
4.4398259200e-01, 1.7925210050e-02, -1.7484605773e-03
4.4433273600e-01, 1.8835436473e-02, -1.7336156838e-03
4.4468288000e-01, 1.9488109558e-02, -1.7876377023e-03
4.4503302400e-01, 1.7994969892e-02, -1.7422100958e-03
4.4538316800e-01, 1.7813036224e-02, -2.1657360237e-03
4.4573331200e-01, 1.7666540555e-02, -2.2418021510e-03
4.4608345600e-01, 1.7524230476e-02, -7.2260030497e-04
4.4643360000e-01, 1.7615476350e-02, -4.4590488390e-04
4.4678374400e-01, 1.6881044730e-02, -6.2164386755e-04
4.4713388800e-01, 1.7426008618e-02, -2.6268764562e-04
4.4748403200e-01, 1.7333925626e-02, -2.0398892761e-03
4.4783417600e-01, 1.7066884950e-02, -3.7140695780e-03
4.4818432000e-01, 1.7172082792e-02, -3.8943848070e-03
4.4853446400e-01, 1.6452161219e-02, -2.7210243334e-03
4.4888460800e-01, 1.6782543833e-02, -2.6186168914e-03
4.4923475200e-01, 1.8317818443e-02, -2.1652895607e-03
4.4958489600e-01, 1.8417993576e-02, -2.6690113983e-03
4.4993504000e-01, 1.8742516363e-02, -1.9774402692e-03
4.5028518400e-01, 1.9062295480e-02, -1.6247903366e-03
4.5063532800e-01, 1.8450920222e-02, -1.3554057466e-03
4.5098547200e-01, 1.7300998981e-02, -1.3914576308e-03
4.5133561600e-01, 1.7094509847e-02, -5.8135058518e-04
4.5168576000e-01, 1.7054886257e-02, -1.0267531982e-03
4.5203590400e-01, 1.7067443029e-02, -1.8422736073e-03
4.5238604800e-01, 1.7749694287e-02, -9.6095571913e-04
4.5273619200e-01, 1.7105392383e-02, -9.3991615201e-04
4.5308633600e-01, 1.6910064824e-02, -1.3288412003e-03
4.5343648000e-01, 1.6323803109e-02, -2.1766743663e-03
4.5378662400e-01, 1.7993853735e-02, -1.4879494386e-03
4.5413676800e-01, 1.8728843434e-02, -1.1422754898e-03
4.5448691200e-01, 1.8626715025e-02, -1.3781753577e-03
4.5483705600e-01, 1.8573139466e-02, -1.8422177994e-04
4.5518720000e-01, 1.9133171480e-02, -5.2269651346e-04
4.5553734400e-01, 1.8486916301e-02, -1.8188901096e-03
4.5588748800e-01, 1.8752282741e-02, -1.3570799827e-03
4.5623763200e-01, 1.8526539891e-02, -1.4216496887e-03
4.5658777600e-01, 1.9554241889e-02, -1.5442037719e-03
4.5693792000e-01, 1.8906870552e-02, -2.7836965718e-04
4.5728806400e-01, 1.7708117421e-02, -9.7144759875e-04
4.5763820800e-01, 1.7476514744e-02, -1.6294781977e-03
4.5798835200e-01, 1.7788759799e-02, -1.7484047694e-03
4.5833849600e-01, 1.7585340098e-02, -2.0415077044e-03
4.5868864000e-01, 1.7910979042e-02, -2.3997384240e-03
4.5903878400e-01, 1.8236338947e-02, -2.4970673498e-03
4.5938892800e-01, 1.7863821389e-02, -3.0437054397e-03
4.5973907200e-01, 1.7406196823e-02, -3.0363946086e-03
4.6008921600e-01, 1.7275885438e-02, -2.0624914636e-03
4.6043936000e-01, 1.7362387642e-02, -2.5510893683e-03
4.6078950400e-01, 1.6544523250e-02, -2.5669388035e-03
4.6113964800e-01, 1.6661998825e-02, -2.4230103059e-03
4.6148979200e-01, 1.6734828100e-02, -2.1885056348e-03
4.6183993600e-01, 1.7104555265e-02, -1.2336887814e-03
4.6219008000e-01, 1.7728766334e-02, -6.5657959437e-04
4.6254022400e-01, 1.7754437956e-02, -2.0461955655e-03
4.6289036800e-01, 1.8265917120e-02, -7.2193061052e-04
4.6324051200e-01, 1.8647084899e-02, -5.9150761757e-04
4.6359065600e-01, 1.7909862885e-02, -2.6133709516e-03
4.6394080000e-01, 1.7762530098e-02, -2.9309177337e-03
4.6429094400e-01, 1.8292983939e-02, -2.1204200330e-03
4.6464108800e-01, 1.7999713562e-02, -8.9443273770e-04
4.6499123200e-01, 1.7519486807e-02, -2.8462013866e-05
4.6534137600e-01, 1.7897864192e-02, -3.4924565249e-04
4.6569152000e-01, 1.7666540555e-02, -1.0468998394e-03
4.6604166400e-01, 1.7088650021e-02, -1.7571107972e-03
4.6639180800e-01, 1.6807099297e-02, -8.8449893678e-04
4.6674195200e-01, 1.7178500698e-02, -5.9853940924e-04
4.6709209600e-01, 1.6887183596e-02, -9.6357868903e-04
4.6744224000e-01, 1.7303231296e-02, -1.0126896149e-03
4.6779238400e-01, 1.7041771407e-02, -1.3561870568e-03
4.6814252800e-01, 1.8225735451e-02, -1.4339832280e-03
4.6849267200e-01, 1.7549902098e-02, -1.4353784248e-03
4.6884281600e-01, 1.7358202052e-02, -1.3850955336e-03
4.6919296000e-01, 1.7458656225e-02, -9.6871301310e-04
4.6954310400e-01, 1.7414288965e-02, -9.1575134416e-04
4.6989324800e-01, 1.6377099629e-02, -1.7850705402e-03
4.7024339200e-01, 1.7247423422e-02, -8.8332697150e-04
4.7059353600e-01, 1.7744950618e-02, -1.7185475588e-03
4.7094368000e-01, 1.7656216098e-02, -2.7287258195e-03
4.7129382400e-01, 1.6881323769e-02, -2.9443674305e-03
4.7164396800e-01, 1.6800123313e-02, -2.4523652457e-03
4.7199411200e-01, 1.7573620445e-02, -1.8232989314e-03
4.7234425600e-01, 1.6751849502e-02, -1.8450640008e-03
4.7269440000e-01, 1.6879649533e-02, -5.4373608058e-04
4.7304454400e-01, 1.6413095707e-02, -2.7680703681e-04
4.7339468800e-01, 1.6854535990e-02, -7.7132057576e-04
4.7374483200e-01, 1.5992304338e-02, -9.0788243445e-04
4.7409497600e-01, 1.7221472761e-02, -4.4897431676e-04
4.7444512000e-01, 1.6716969581e-02, -6.2722465458e-04
4.7479526400e-01, 1.6685996211e-02, -1.3271669642e-03
4.7514540800e-01, 1.7079162682e-02, -1.1417732190e-03
4.7549555200e-01, 1.7133575359e-02, -7.7355289057e-04
4.7584569600e-01, 1.8356604915e-02, -1.6895832741e-03
4.7619584000e-01, 1.7289558367e-02, -1.9063968503e-03
4.7654598400e-01, 1.7484885925e-02, -2.2899643430e-03
4.7689612800e-01, 1.6672881360e-02, -1.5647968760e-03
4.7724627200e-01, 1.6812959124e-02, -2.2428066926e-03
4.7759641600e-01, 1.6118430133e-02, -2.4065469842e-03
4.7794656000e-01, 1.6428442873e-02, -2.0645563548e-03
4.7829670400e-01, 1.5978073331e-02, -2.8480988542e-03
4.7864684800e-01, 1.7336995059e-02, -5.8347128425e-04
4.7899699200e-01, 1.8311400537e-02, -8.4208495533e-04
4.7934713600e-01, 1.8507007135e-02, -1.5408552997e-04
4.7969728000e-01, 1.7797130980e-02, -4.2162846031e-04
4.8004742400e-01, 1.7181849170e-02, -5.0628899959e-04
4.8039756800e-01, 1.6559870416e-02, -5.9491189766e-04
4.8074771200e-01, 1.5349955710e-02, -2.2896294958e-03
4.8109785600e-01, 1.5644621284e-02, -2.5301614169e-03
4.8144800000e-01, 1.6170052417e-02, -5.3815529354e-04
4.8179814400e-01, 1.6564335046e-02, -1.2910592721e-03
4.8214828800e-01, 1.7483490728e-02, -1.0590101473e-03
4.8249843200e-01, 1.6656418038e-02, -4.9127668247e-04
4.8284857600e-01, 1.7170129517e-02, 2.9159612245e-04
4.8319872000e-01, 1.6553452510e-02, -1.9783890030e-04
4.8354886400e-01, 1.5594394198e-02, -5.3575555512e-04
4.8389900800e-01, 1.5595789394e-02, -1.6621816098e-03
4.8424915200e-01, 3.9069278746e-01, -1.1836849296e-03
4.8459929600e-01, 3.2970069695e+00, -5.7833696018e-04
4.8494944000e-01, 3.2982752034e+00, 3.9378033301e-04
4.8529958400e-01, 3.2970086437e+00, 1.4700909201e-03
4.8564972800e-01, 3.2978128352e+00, 1.2678990059e-03
4.8599987200e-01, 3.2991371560e+00, 9.2562933721e-04
4.8635001600e-01, 3.2989552223e+00, 2.0776153965e-03
4.8670016000e-01, 3.2980444378e+00, 2.3194867064e-03
4.8705030400e-01, 3.2985670786e+00, 2.4275865513e-03
4.8740044800e-01, 3.2980890841e+00, 1.6049785427e-03
4.8775059200e-01, 3.2978276242e+00, 3.3177778908e-04
4.8810073600e-01, 3.2982922248e+00, 8.9019133955e-04
4.8845088000e-01, 3.2984239314e+00, 1.0138615802e-03
4.8880102400e-01, 3.2981130815e+00, 1.8277077531e-04
4.8915116800e-01, 3.2976328548e+00, 1.0330594876e-03
4.8950131200e-01, 3.2989075066e+00, 1.1364714713e-03
4.8985145600e-01, 3.2985645672e+00, 1.6323802070e-03
4.9020160000e-01, 3.2986971109e+00, 9.3963711266e-04
4.9055174400e-01, 3.2980480653e+00, 1.2383766425e-04
4.9090188800e-01, 3.2979914203e+00, 1.0632515454e-03
4.9125203200e-01, 3.2989292717e+00, -6.0160884210e-05
4.9160217600e-01, 3.2992490508e+00, -5.4066664771e-04
4.9195232000e-01, 3.2979077085e+00, -5.9440962683e-04
