% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:09 -0500
% Time (s), Channel A (V), Channel B (V)
4.9230246400e-01, 3.2987269681e+00, -6.7661461982e-04
4.9265260800e-01, 3.2980466701e+00, 5.2386847874e-04
4.9300275200e-01, 3.2984906218e+00, 7.1785663599e-04
4.9335289600e-01, 3.2992111014e+00, -4.8887694405e-05
4.9370304000e-01, 3.2987141323e+00, 3.1453315715e-04
4.9405318400e-01, 3.2977659565e+00, 8.8684286733e-04
4.9440332800e-01, 3.2971149577e+00, 1.5559234247e-03
4.9475347200e-01, 3.2982174422e+00, 6.9625899017e-04
4.9510361600e-01, 3.2974634779e+00, -1.1903818740e-04
4.9545376000e-01, 3.2981208946e+00, 2.2468248593e-04
4.9580390400e-01, 3.2983608685e+00, 7.7305061974e-04
4.9615404800e-01, 3.2982659951e+00, 2.0132131141e-03
4.9650419200e-01, 3.2971238869e+00, 2.1415712159e-03
4.9685433600e-01, 3.2977229845e+00, 1.4216496887e-03
4.9720448000e-01, 3.2978304146e+00, 1.7523671282e-04
4.9755462400e-01, 3.2981979095e+00, 1.2657224990e-04
4.9790476800e-01, 3.2985534056e+00, -3.9684976588e-04
4.9825491200e-01, 3.2990260983e+00, -1.5570395821e-04
4.9860505600e-01, 3.2985372214e+00, 9.3712575850e-04
4.9895520000e-01, 3.2989340153e+00, 1.0848491912e-03
4.9930534400e-01, 3.2990314001e+00, 5.3296516160e-04
4.9965548800e-01, 3.2988787655e+00, 1.3209722906e-04
5.0000563200e-01, 3.3000825414e+00, 6.7594492538e-04
5.0035577600e-01, 3.2992292390e+00, 4.4300287464e-04
5.0070592000e-01, 3.2991340866e+00, -4.4149606214e-04
5.0105606400e-01, 3.2989474092e+00, -1.0590659552e-03
5.0140620800e-01, 3.2994136840e+00, -4.8385423572e-04
5.0175635200e-01, 3.2988497454e+00, -2.6815681691e-04
5.0210649600e-01, 3.2989052743e+00, 4.9948043941e-05
5.0245664000e-01, 3.2983139899e+00, -2.4220615721e-05
5.0280678400e-01, 3.2984007711e+00, -6.7527523093e-06
5.0315692800e-01, 3.2974040425e+00, -3.6922487007e-04
5.0350707200e-01, 3.2982129776e+00, -3.3495883769e-04
5.0385721600e-01, 3.2984699729e+00, 1.1714630060e-03
5.0420736000e-01, 3.2978477151e+00, 1.5591044733e-03
5.0455750400e-01, 3.2985375004e+00, 1.7846240773e-03
5.0490764800e-01, 3.2987520817e+00, 2.7630476598e-04
5.0525779200e-01, 3.2981161509e+00, 1.3628281933e-04
5.0560793600e-01, 3.2985497781e+00, 5.1499502736e-04
5.0595808000e-01, 3.2982233021e+00, -2.7306790950e-04
5.0630822400e-01, 3.2983859820e+00, -3.0136249975e-04
5.0665836800e-01, 3.2981686103e+00, 9.8065589735e-04
5.0700851200e-01, 3.2986784153e+00, 1.2605323670e-03
5.0735865600e-01, 3.2990919516e+00, 9.2345283027e-04
5.0770880000e-01, 3.2986862284e+00, 5.8626167776e-04
5.0805894400e-01, 3.2989842424e+00, 1.4654588669e-03
5.0840908800e-01, 3.2995523666e+00, 1.0893138209e-03
5.0875923200e-01, 3.2998994916e+00, 6.3453548560e-05
5.0910937600e-01, 3.2996341251e+00, -3.1263568956e-04
5.0945952000e-01, 3.2995021395e+00, 1.8154300217e-04
5.0980966400e-01, 3.2986831589e+00, 5.6176202269e-04
5.1015980800e-01, 3.2990339114e+00, 3.6587639785e-04
5.1050995200e-01, 3.2993003940e+00, -3.7101072192e-04
5.1086009600e-01, 3.2983190126e+00, -4.0343509458e-04
5.1121024000e-01, 3.2981591230e+00, -8.5280006644e-04
5.1156038400e-01, 3.2997142094e+00, 4.1543378670e-04
5.1191052800e-01, 3.2996009194e+00, 1.7016377741e-03
5.1226067200e-01, 3.2993592713e+00, 6.8174894389e-04
5.1261081600e-01, 3.2990277726e+00, -2.5493035164e-04
5.1296096000e-01, 3.3004045528e+00, -2.1128859705e-04
5.1331110400e-01, 3.3002611266e+00, 2.9985568726e-04
5.1366124800e-01, 3.2994761888e+00, -1.5274614108e-04
5.1401139200e-01, 3.3000083169e+00, -6.9720772397e-04
5.1436153600e-01, 3.3008953831e+00, 2.7652799746e-04
5.1471168000e-01, 3.3004712432e+00, 1.1549996842e-03
5.1506182400e-01, 3.3009659800e+00, 3.8155840941e-04
5.1541196800e-01, 3.3001539755e+00, 7.9347630028e-04
5.1576211200e-01, 3.3003124698e+00, 2.7680703681e-04
5.1611225600e-01, 3.2997373697e+00, -8.5598111504e-04
5.1646240000e-01, 3.2997376487e+00, -2.3059812018e-04
5.1681254400e-01, 3.2999061885e+00, -9.0313876547e-04
5.1716268800e-01, 3.2998746571e+00, -4.8212419174e-04
5.1751283200e-01, 3.2988606280e+00, -9.8104655244e-04
5.1786297600e-01, 3.2987202712e+00, -7.2131672395e-04
5.1821312000e-01, 3.2988539310e+00, -9.0006933260e-04
5.1856326400e-01, 3.2998674020e+00, -2.2540798824e-04
5.1891340800e-01, 3.2998428466e+00, -2.0939112946e-04
5.1926355200e-01, 3.2988751380e+00, -4.1855902744e-06
5.1961369600e-01, 3.2991862669e+00, 4.7570628665e-04
5.1996384000e-01, 3.2998671230e+00, 3.1843970807e-04
5.2031398400e-01, 3.2993020683e+00, 2.9846049050e-04
5.2066412800e-01, 3.2991790119e+00, 5.3218385142e-04
5.2101427200e-01, 3.3000300820e+00, 9.4694794367e-04
5.2136441600e-01, 3.2998735409e+00, 5.5015398566e-04
5.2171456000e-01, 3.2994064290e+00, 1.2465245916e-03
5.2206470400e-01, 3.2996885378e+00, 3.1023595114e-04
5.2241484800e-01, 3.2999321392e+00, 8.6546845300e-04
5.2276499200e-01, 3.2996921653e+00, 1.3498807674e-03
5.2311513600e-01, 3.2989418284e+00, 8.4710766366e-04
5.2346528000e-01, 3.2990191223e+00, 1.2992072212e-04
5.2381542400e-01, 3.2996960719e+00, -2.3160266185e-05
5.2416556800e-01, 3.2993902447e+00, 5.5807870325e-06
5.2451571200e-01, 3.3007606070e+00, -9.9600306169e-04
5.2486585600e-01, 3.3003024244e+00, -1.0675487514e-03
5.2521600000e-01, 3.2997541120e+00, -2.1123278918e-04
5.2556614400e-01, 3.2992484927e+00, 8.6083639976e-04
5.2591628800e-01, 3.2983600314e+00, 8.7808103169e-04
5.2626643200e-01, 3.2994926522e+00, 4.6409824962e-04
5.2661657600e-01, 3.2995322757e+00, 4.1548959457e-04
5.2696672000e-01, 3.3008953831e+00, 8.2891429794e-04
5.2731686400e-01, 3.2995741316e+00, 1.5291356469e-04
5.2766700800e-01, 3.2994884666e+00, -2.1720423130e-04
5.2801715200e-01, 3.2996148714e+00, 1.4859403553e-03
5.2836729600e-01, 3.2992297971e+00, 6.9938423091e-04
5.2871744000e-01, 3.2990305630e+00, 9.3813030016e-05
5.2906758400e-01, 3.2999915745e+00, 3.7714958766e-04
5.2941772800e-01, 3.2994549818e+00, 6.8085601796e-05
5.2976787200e-01, 3.3012213010e+00, 8.8957745298e-04
5.3011801600e-01, 3.3012913399e+00, -1.3745478461e-04
5.3046816000e-01, 3.3009054285e+00, 7.6942310817e-04
5.3081830400e-01, 3.3000342676e+00, 1.0970711148e-03
5.3116844800e-01, 3.3005803476e+00, 1.2161651101e-03
5.3151859200e-01, 3.3005915092e+00, 1.0654280524e-03
5.3186873600e-01, 3.3007078686e+00, 4.8960244636e-04
5.3221888000e-01, 3.3008353896e+00, 5.0662384681e-04
5.3256902400e-01, 3.2991530612e+00, 8.7283509188e-05
5.3291916800e-01, 3.2993115556e+00, -9.3254951313e-05
5.3326931200e-01, 3.2990487005e+00, -8.9571631872e-05
5.3361945600e-01, 3.2998894461e+00, 1.1049958324e-05
5.3396960000e-01, 3.2993171364e+00, 2.1765069427e-06
5.3431974400e-01, 3.2990573507e+00, 1.6798168968e-04
5.3466988800e-01, 3.2990927887e+00, 3.2323918492e-04
5.3502003200e-01, 3.2993849430e+00, 2.9204258541e-04
5.3537017600e-01, 3.2997806208e+00, 4.5656418713e-04
5.3572032000e-01, 3.2994298683e+00, 9.2306217518e-05
5.3607046400e-01, 3.2993539696e+00, 1.3332500221e-04
5.3642060800e-01, 3.2997976422e+00, -5.2543109911e-04
5.3677075200e-01, 3.3001520222e+00, -2.9700948587e-04
5.3712089600e-01, 3.3004511524e+00, -8.6853788587e-04
5.3747104000e-01, 3.2999717628e+00, -1.0843469204e-03
5.3782118400e-01, 3.3003264218e+00, 1.6201024755e-04
5.3817132800e-01, 3.3007954870e+00, -2.5314449979e-04
5.3852147200e-01, 3.3010097892e+00, -2.6073437016e-04
5.3887161600e-01, 3.3012330207e+00, -5.1968288847e-04
5.3922176000e-01, 3.3004282712e+00, -7.0206300869e-05
5.3957190400e-01, 3.2999218147e+00, -1.9236972901e-04
5.3992204800e-01, 3.3003320026e+00, 4.7542724730e-04
5.4027219200e-01, 3.3000741702e+00, -9.2272732795e-04
5.4062233600e-01, 3.2998205234e+00, -4.0070050893e-04
5.4097248000e-01, 3.2995286482e+00, 8.1239516832e-04
5.4132262400e-01, 3.2998835863e+00, 9.0576173537e-05
5.4167276800e-01, 3.2999000496e+00, -1.5385113691e-03
5.4202291200e-01, 3.2984504401e+00, -1.6471134848e-03
5.4237305600e-01, 3.2985902388e+00, -4.4657457834e-04
5.4272320000e-01, 3.3004514314e+00, -5.4150376576e-04
5.4307334400e-01, 3.3000937030e+00, -9.2920104091e-04
5.4342348800e-01, 3.3000744492e+00, -1.0681626380e-03
5.4377363200e-01, 3.2999095370e+00, -1.4337599965e-03
5.4412377600e-01, 3.3000616134e+00, -1.5247268251e-03
5.4447392000e-01, 3.2999385571e+00, -7.9012782806e-04
5.4482406400e-01, 3.2992364940e+00, 3.1626320113e-04
5.4517420800e-01, 3.2991321333e+00, 3.4533910157e-04
5.4552435200e-01, 3.3001478366e+00, 1.1078978417e-03
5.4587449600e-01, 3.3014010024e+00, 4.0075631680e-04
5.4622464000e-01, 3.3005359804e+00, 6.6020710594e-05
5.4657478400e-01, 3.3000030152e+00, 7.1517785821e-04
5.4692492800e-01, 3.3012899447e+00, 6.7443811288e-04
5.4727507200e-01, 3.3013256618e+00, 1.9264876836e-04
5.4762521600e-01, 3.3012246495e+00, -1.6279155774e-04
5.4797536000e-01, 3.3003473497e+00, 5.4942848335e-04
5.4832550400e-01, 3.3004793354e+00, 7.7422258502e-04
5.4867564800e-01, 3.3010176023e+00, -2.3930414795e-04
5.4902579200e-01, 3.3006417363e+00, 2.7161690487e-04
5.4937593600e-01, 3.3022506773e+00, 7.3125052487e-04
5.4972608000e-01, 3.3009743512e+00, -7.1936344849e-05
5.5007622400e-01, 3.3002708930e+00, 8.5218617986e-04
5.5042636800e-01, 3.3014381146e+00, -1.2523286101e-04
5.5077651200e-01, 3.2998498225e+00, -5.1739476578e-04
5.5112665600e-01, 3.3003007502e+00, -4.2162846031e-04
5.5147680000e-01, 3.3007140075e+00, -1.3666231285e-03
5.5182694400e-01, 3.2993149041e+00, -9.8495310337e-04
5.5217708800e-01, 3.2989077856e+00, -1.5270707557e-03
5.5252723200e-01, 3.2997382068e+00, -2.4533139795e-04
5.5287737600e-01, 3.3001129567e+00, 5.3391389540e-04
5.5322752000e-01, 3.3004860323e+00, 8.0022905259e-04
5.5357766400e-01, 3.3002530344e+00, -3.6314181220e-04
5.5392780800e-01, 3.3008005097e+00, -5.0411249265e-04
5.5427795200e-01, 3.3009944420e+00, -7.8343088362e-04
5.5462809600e-01, 3.2994946054e+00, -1.3667905521e-03
5.5497824000e-01, 3.3001832746e+00, -1.9762124961e-03
5.5532838400e-01, 3.2999857147e+00, -8.4303368913e-04
5.5567852800e-01, 3.2998944688e+00, -1.0890905894e-03
5.5602867200e-01, 3.2996784924e+00, -1.0078901381e-03
5.5637881600e-01, 3.3001135148e+00, -5.0494961070e-04
5.5672896000e-01, 3.3006858245e+00, 5.5986455510e-04
5.5707910400e-01, 3.2998900042e+00, 5.7398394629e-04
5.5742924800e-01, 3.3011328456e+00, 5.8564779119e-04
5.5777939200e-01, 3.3015678679e+00, -1.3339755244e-03
5.5812953600e-01, 3.3011574010e+00, -1.7217844153e-03
5.5847968000e-01, 3.3004771030e+00, -1.2767724573e-03
5.5882982400e-01, 3.3007812560e+00, 1.1970788185e-04
5.5917996800e-01, 3.3009369599e+00, 2.7340275672e-04
5.5953011200e-01, 3.3013837020e+00, -3.0214380994e-04
5.5988025600e-01, 3.3003903218e+00, -8.4481954098e-04
5.6023040000e-01, 3.3010111844e+00, -7.3934266607e-04
5.6058054400e-01, 3.3004084594e+00, -2.2702641648e-04
5.6093068800e-01, 3.3007558634e+00, -3.1581673817e-04
5.6128083200e-01, 3.3011624237e+00, -4.4166348575e-04
5.6163097600e-01, 3.3016892501e+00, -3.3289394649e-04
5.6198112000e-01, 3.3006068564e+00, -8.6351517754e-04
5.6233126400e-01, 3.3013993282e+00, -3.5142215944e-04
5.6268140800e-01, 3.3004422231e+00, -2.7256563867e-04
5.6303155200e-01, 3.3005800686e+00, -5.5272114770e-04
5.6338169600e-01, 3.3006358765e+00, -9.7970716356e-04
5.6373184000e-01, 3.3017735200e+00, -1.0580614135e-03
5.6408198400e-01, 3.3014054670e+00, -1.4610500451e-03
5.6443212800e-01, 3.3014450906e+00, 5.7872761527e-05
5.6478227200e-01, 3.3009534233e+00, 6.7399164991e-04
5.6513241600e-01, 3.3017140846e+00, 5.4875878891e-04
5.6548256000e-01, 3.3012076281e+00, 4.1682898346e-04
5.6583270400e-01, 3.3007396791e+00, -1.0095643742e-04
5.6618284800e-01, 3.3006489913e+00, 1.6117312950e-04
5.6653299200e-01, 3.3001704388e+00, -6.1215652959e-04
5.6688313600e-01, 3.3001609514e+00, 2.5599070118e-04
5.6723328000e-01, 3.3002136899e+00, 2.9946503216e-04
5.6758342400e-01, 3.3003378624e+00, 3.1670966409e-04
5.6793356800e-01, 3.3009366809e+00, 1.0985221195e-03
5.6828371200e-01, 3.3015313138e+00, 8.7026792985e-04
5.6863385600e-01, 3.3009682123e+00, 1.0498018487e-03
5.6898400000e-01, 3.3010452272e+00, -3.0136249975e-06
5.6933414400e-01, 3.3009118464e+00, -3.2111848585e-04
5.6968428800e-01, 3.2996477980e+00, 3.9065509227e-06
5.7003443200e-01, 3.3001428139e+00, -8.1423682804e-05
5.7038457600e-01, 3.3010050455e+00, 1.0268648140e-05
5.7073472000e-01, 3.3006632223e+00, -5.0070821256e-04
5.7108486400e-01, 3.3006593158e+00, 4.2358173577e-05
5.7143500800e-01, 3.3010828975e+00, 6.9458475406e-04
5.7178515200e-01, 3.3009601202e+00, 3.6130015248e-04
5.7213529600e-01, 3.3008568756e+00, 6.2538299486e-04
5.7248544000e-01, 3.3014576474e+00, -5.1008393477e-05
5.7283558400e-01, 3.3014509504e+00, -1.3220884480e-04
5.7318572800e-01, 3.3005295625e+00, -1.3425699364e-03
5.7353587200e-01, 3.3009263564e+00, -1.0791009806e-03
5.7388601600e-01, 3.3015558693e+00, -7.8131018455e-06
5.7423616000e-01, 3.3005435144e+00, -8.0128940213e-04
5.7458630400e-01, 3.3014300225e+00, -4.4573746029e-04
5.7493644800e-01, 3.3020162842e+00, -1.9177258480e-03
5.7528659200e-01, 3.3010106263e+00, -1.1260353995e-03
5.7563673600e-01, 3.3009553765e+00, -1.3693577142e-03
5.7598688000e-01, 3.3009843966e+00, -1.2749307976e-03
5.7633702400e-01, 3.3008967783e+00, -1.4223193831e-03
5.7668716800e-01, 3.3012902238e+00, -1.2288334967e-03
5.7703731200e-01, 3.3006445267e+00, -1.5615600196e-03
5.7738745600e-01, 3.3009500748e+00, -1.1264260546e-03
5.7773760000e-01, 3.3009361228e+00, -5.4563354817e-04
5.7808774400e-01, 3.3006869407e+00, -1.0571684876e-03
5.7843788800e-01, 3.3004879856e+00, -1.9069549290e-03
5.7878803200e-01, 3.3001908087e+00, -1.2704103601e-03
5.7913817600e-01, 3.2998503806e+00, -5.8776849026e-04
5.7948832000e-01, 3.3005091926e+00, 6.4625513836e-04
5.7983846400e-01, 3.3001729501e+00, -5.4831232594e-04
5.8018860800e-01, 3.3003160973e+00, -9.4075327007e-04
5.8053875200e-01, 3.3011278229e+00, -3.5795168026e-04
5.8088889600e-01, 3.3010491338e+00, -1.3437977096e-03
5.8123904000e-01, 3.2995866884e+00, -6.8671584435e-04
5.8158918400e-01, 3.2998004326e+00, -9.8311144365e-04
5.8193932800e-01, 3.2998651697e+00, -1.7468979569e-03
5.8228947200e-01, 3.3010452272e+00, -1.9056713480e-03
5.8263961600e-01, 3.3005077974e+00, -1.2551748115e-03
5.8298976000e-01, 3.2996985832e+00, -6.8152571241e-04
5.8333990400e-01, 3.3001031903e+00, -4.4562584455e-04
5.8369004800e-01, 3.3003562790e+00, -3.2240206687e-04
5.8404019200e-01, 3.2996023146e+00, 5.7945311758e-04
5.8439033600e-01, 1.6834646064e+00, -1.1183897213e-04
5.8474048000e-01, 1.8556118064e-02, -2.6927855511e-03
5.8509062400e-01, 1.8268428474e-02, -3.1210551479e-03
5.8544076800e-01, 1.7694723531e-02, -3.1172602127e-03
5.8579091200e-01, 1.7545995547e-02, -4.2469231239e-03
5.8614105600e-01, 1.8208714049e-02, -3.8663692561e-03
5.8649120000e-01, 1.8513704080e-02, -3.8704432306e-03
5.8684134400e-01, 1.6988474887e-02, -2.5424949563e-03
5.8719148800e-01, 1.6531966479e-02, -2.3779175467e-03
5.8754163200e-01, 1.6909227706e-02, -2.5086195790e-03
5.8789177600e-01, 1.6314036731e-02, -3.6778502702e-03
5.8824192000e-01, 1.6224186054e-02, -3.9024769482e-03
5.8859206400e-01, 1.7310207280e-02, -3.0130111110e-03
5.8894220800e-01, 1.7393640051e-02, -1.7537065171e-03
5.8929235200e-01, 1.7195522099e-02, -1.6659207371e-03
5.8964249600e-01, 1.6845048651e-02, -2.4844547711e-03
5.8999264000e-01, 1.7977669452e-02, -1.6092757487e-03
5.9034278400e-01, 1.7592316082e-02, -2.3665327411e-03
5.9069292800e-01, 1.7978506570e-02, -1.7506370842e-03
5.9104307200e-01, 1.6667021534e-02, -1.9860904891e-03
5.9139321600e-01, 1.7596501673e-02, -2.8588697731e-03
5.9174336000e-01, 1.7520323925e-02, -3.7415828581e-03
5.9209350400e-01, 1.7669330948e-02, -4.4185323251e-03
5.9244364800e-01, 1.6804866982e-02, -2.9599378263e-03
5.9279379200e-01, 1.6800681392e-02, -3.4481450759e-03
5.9314393600e-01, 1.6355613597e-02, -3.7565951752e-03
5.9349408000e-01, 1.6633815849e-02, -4.0960744504e-03
5.9384422400e-01, 1.7113484525e-02, -4.3449775520e-03
5.9419436800e-01, 1.6885509360e-02, -4.3386154548e-03
5.9454451200e-01, 1.6466392227e-02, -3.8471713487e-03
5.9489465600e-01, 1.6030532732e-02, -3.4589718027e-03
5.9524480000e-01, 1.6568241597e-02, -2.5104054308e-03
5.9559494400e-01, 1.6946060903e-02, -3.3335157103e-03
5.9594508800e-01, 1.7682166759e-02, -3.4893870921e-03
5.9629523200e-01, 1.6426768637e-02, -2.8030060949e-03
5.9664537600e-01, 1.5972771583e-02, -2.4276423591e-03
5.9699552000e-01, 1.6308734983e-02, -2.0899489358e-03
5.9734566400e-01, 1.7486281122e-02, -2.2156840676e-03
5.9769580800e-01, 1.7445541374e-02, -1.6774171584e-03
5.9804595200e-01, 1.7032284068e-02, -2.5054385304e-03
5.9839609600e-01, 1.8089006160e-02, -3.0540298957e-03
5.9874624000e-01, 1.9403281590e-02, -2.4962302318e-03
5.9909638400e-01, 1.8905475355e-02, -1.9375376419e-03
5.9944652800e-01, 1.7301836099e-02, -2.1452545353e-03
5.9979667200e-01, 1.8013944570e-02, -2.5140887503e-03
6.0014681600e-01, 1.7989668144e-02, -1.9044435748e-03
6.0049696000e-01, 1.8290751624e-02, -2.8157860972e-03
6.0084710400e-01, 1.8339025435e-02, -2.8068010301e-03
6.0119724800e-01, 1.7700583358e-02, -1.8771535263e-03
6.0154739200e-01, 1.7622452334e-02, -3.8010182400e-03
6.0189753600e-01, 1.7537903405e-02, -4.2396681007e-03
6.0224768000e-01, 1.7893120523e-02, -3.5037855226e-03
6.0259782400e-01, 1.9062295480e-02, -2.7162806645e-03
6.0294796800e-01, 1.7790154995e-02, -3.8953335408e-03
6.0329811200e-01, 1.7291232603e-02, -1.9934571280e-03
6.0364825600e-01, 1.8087610963e-02, -2.3673698592e-03
6.0399840000e-01, 1.8294100096e-02, -2.4963976554e-03
6.0434854400e-01, 1.7615197311e-02, -2.5888712965e-03
6.0469868800e-01, 1.7460609500e-02, -2.7168387432e-03
6.0504883200e-01, 1.7737974633e-02, -1.6895274662e-03
6.0539897600e-01, 1.8099330617e-02, -2.0784525145e-03
6.0574912000e-01, 1.7842614397e-02, -4.0995345383e-03
6.0609926400e-01, 1.8962957465e-02, -3.6721020595e-03
6.0644940800e-01, 1.9025462284e-02, -3.9393659505e-03
6.0679955200e-01, 1.9152983275e-02, -3.8125704691e-03
6.0714969600e-01, 1.8273730223e-02, -3.9662095361e-03
6.0749984000e-01, 1.7873029688e-02, -3.1228968076e-03
6.0784998400e-01, 1.8185553782e-02, -2.9025673356e-03
6.0820012800e-01, 1.9355286818e-02, -3.9736877908e-03
6.0855027200e-01, 1.8030686932e-02, -3.3431704718e-03
6.0890041600e-01, 1.8321166915e-02, -1.8008083596e-03
6.0925056000e-01, 1.8088448081e-02, -1.9241437531e-03
6.0960070400e-01, 1.8523470458e-02, -2.4331673383e-03
6.0995084800e-01, 1.7554645768e-02, -2.7889983195e-03
6.1030099200e-01, 1.7761692980e-02, -4.0582925222e-03
6.1065113600e-01, 1.8869479276e-02, -4.1142120082e-03
6.1100128000e-01, 1.8692568316e-02, -3.7492285363e-03
6.1135142400e-01, 1.8354651640e-02, -1.9623163364e-03
6.1170156800e-01, 1.7909862885e-02, -6.7750754575e-04
6.1205171200e-01, 1.7490187673e-02, -1.7790432902e-03
6.1240185600e-01, 1.7355132618e-02, -2.3264068824e-03
6.1275200000e-01, 1.7705885106e-02, -2.9376704860e-03
6.1310214400e-01, 1.8298564726e-02, -3.1704451132e-03
6.1345228800e-01, 1.7808013515e-02, -2.0274999289e-03
6.1380243200e-01, 1.7058792808e-02, -2.5839043960e-03
6.1415257600e-01, 1.8108538916e-02, -1.3920715174e-03
6.1450272000e-01, 1.8135605735e-02, -3.3212379788e-03
6.1485286400e-01, 1.8118305294e-02, -4.1006506957e-03
6.1520300800e-01, 1.8663827261e-02, -3.7359462632e-03
6.1555315200e-01, 1.8790790174e-02, -2.7465285302e-03
6.1590329600e-01, 1.9371750141e-02, -1.5120026307e-03
6.1625344000e-01, 1.8606066111e-02, -1.2798976980e-03
6.1660358400e-01, 1.7882517027e-02, -3.0091603679e-03
6.1695372800e-01, 1.7946696082e-02, -1.8989744035e-03
6.1730387200e-01, 1.9000627780e-02, -2.4963976554e-03
6.1765401600e-01, 1.9806493479e-02, -3.9946157421e-03
6.1800416000e-01, 1.9796727101e-02, -4.2392216378e-03
6.1835430400e-01, 1.9325987684e-02, -4.1106961124e-03
6.1870444800e-01, 1.8642341229e-02, -2.0785641303e-03
6.1905459200e-01, 1.8250569955e-02, -1.3248230336e-03
6.1940473600e-01, 1.8904359197e-02, -1.7753041629e-03
6.1975488000e-01, 1.8985838693e-02, -1.2381534110e-03
6.2010502400e-01, 1.9613398235e-02, -2.4222289957e-03
6.2045516800e-01, 1.9737012676e-02, -2.3048650444e-03
6.2080531200e-01, 1.9174469307e-02, -1.9037738804e-03
6.2115545600e-01, 1.9146844409e-02, -1.1106882352e-03
6.2150560000e-01, 1.8115235861e-02, -1.9240321373e-03
6.2185574400e-01, 1.8176624522e-02, -1.9581865540e-03
6.2220588800e-01, 1.7503581563e-02, -3.0748462313e-03
6.2255603200e-01, 1.8785209387e-02, -2.1925238015e-03
6.2290617600e-01, 1.7304905532e-02, -1.8326746536e-03
6.2325632000e-01, 1.8657688395e-02, -1.0331711033e-03
6.2360646400e-01, 1.9181166252e-02, -4.8162192090e-04
6.2395660800e-01, 1.8979420788e-02, -2.8646179838e-04
6.2430675200e-01, 1.8701218536e-02, -7.7578520539e-04
6.2465689600e-01, 1.9435092078e-02, -1.6026346121e-03
6.2500704000e-01, 1.7841219200e-02, -1.3805750961e-03
6.2535718400e-01, 1.8740842127e-02, -1.5265684849e-03
6.2570732800e-01, 1.9335195984e-02, -1.7587292254e-03
6.2605747200e-01, 1.9147402488e-02, -1.8056636444e-03
6.2640761600e-01, 1.8309726301e-02, -1.8244708967e-03
6.2675776000e-01, 1.8403762569e-02, -1.5960492834e-03
6.2710790400e-01, 1.9005650488e-02, -2.0910092853e-03
6.2745804800e-01, 1.8684476174e-02, -1.9829094405e-03
6.2780819200e-01, 1.8736377497e-02, -3.8669273348e-03
6.2815833600e-01, 1.8515657356e-02, -3.9988571403e-03
6.2850848000e-01, 1.8998674504e-02, -2.4071608707e-03
6.2885862400e-01, 1.9596655873e-02, -3.0309812452e-03
6.2920876800e-01, 1.9089083260e-02, -2.7464169144e-03
6.2955891200e-01, 1.8678058269e-02, -2.1550209126e-03
6.2990905600e-01, 1.8871990630e-02, -1.3151124642e-03
6.3025920000e-01, 1.8507286175e-02, -1.8962956258e-03
6.3060934400e-01, 1.7280071028e-02, -2.5596837803e-03
6.3095948800e-01, 1.8112166428e-02, -2.2459877412e-03
6.3130963200e-01, 1.7886423578e-02, -2.6908322756e-03
6.3165977600e-01, 1.9036065780e-02, -1.5034640266e-03
6.3200992000e-01, 1.8713775308e-02, -2.6645467687e-03
6.3236006400e-01, 1.9290270645e-02, -2.6963572548e-03
6.3271020800e-01, 1.8984443496e-02, -2.9114965949e-03
6.3306035200e-01, 1.9185630882e-02, -1.8787719545e-03
6.3341049600e-01, 1.8841296300e-02, -2.3699928291e-03
6.3376064000e-01, 1.9323755370e-02, -2.5624183660e-03
6.3411078400e-01, 1.8344606222e-02, -2.9483855971e-03
6.3446092800e-01, 1.8538817623e-02, -2.8933032291e-03
6.3481107200e-01, 1.9166377165e-02, -2.2881784912e-03
6.3516121600e-01, 1.9301432220e-02, -1.3060157813e-03
6.3551136000e-01, 1.8695916788e-02, -1.7610173481e-03
6.3586150400e-01, 1.8549421119e-02, -1.4720441956e-03
6.3621164800e-01, 1.7991342381e-02, -1.4577573808e-03
